1;تم تعديل;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\Network;2025-01-29 02:53:05;YAQOOB;فئة المهمة
2;تم إنشاء;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\Network\d00124cf-a3d9-4758-9045-c63dcb0c63b3.tmp;2025-01-29 02:53:05;YAQOOB;فئة المهمة
3;تم تعديل;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default;2025-01-29 02:53:05;YAQOOB;فئة المهمة
4;تم تعديل;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\Network\d00124cf-a3d9-4758-9045-c63dcb0c63b3.tmp;2025-01-29 02:53:05;YAQOOB;فئة المهمة
5;تم تعديل;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\Network;2025-01-29 02:53:05;YAQOOB;فئة المهمة
6;تم إنشاء;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\Network\Network Persistent State~RF1f66e13f.TMP;2025-01-29 02:53:05;YAQOOB;فئة المهمة
7;تم تعديل;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\Network;2025-01-29 02:53:05;YAQOOB;فئة المهمة
8;تم حذف;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\Network\Network Persistent State~RF1f66e13f.TMP;2025-01-29 02:53:05;YAQOOB;فئة المهمة
9;تم إعادة تسمية;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\Network\Network Persistent State~RF1f66e13f.TMP;2025-01-29 02:53:05;YAQOOB;فئة المهمة
10;تم تعديل;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\Network;2025-01-29 02:53:05;YAQOOB;فئة المهمة
11;تم إعادة تسمية;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\Network\Network Persistent State;2025-01-29 02:53:05;YAQOOB;فئة المهمة
12;تم تعديل;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\Network;2025-01-29 02:53:05;YAQOOB;فئة المهمة
13;تم حذف;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\Network\Network Persistent State~RF1f66e13f.TMP;2025-01-29 02:53:05;YAQOOB;فئة المهمة
14;تم تعديل;C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\LOGS_File_Monitoring;2025-01-29 02:53:05;YAQOOB;فئة المهمة
15;تم تعديل;C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\LOGS_File_Monitoring;2025-01-29 02:53:05;YAQOOB;فئة المهمة
16;تم تعديل;C:\Windows\bootstat.dat;2025-01-29 02:53:09;YAQOOB;فئة المهمة
17;تم تعديل;C:\Windows\bootstat.dat;2025-01-29 02:53:09;YAQOOB;فئة المهمة
18;تم تعديل;C:\Windows\Prefetch\SEARCHFILTERHOST.EXE-44162447.pf;2025-01-29 02:53:16;YAQOOB;فئة المهمة
19;تم تعديل;C:\Windows\Prefetch\SEARCHFILTERHOST.EXE-44162447.pf;2025-01-29 02:53:16;YAQOOB;فئة المهمة
20;تم تعديل;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\WebStorage\QuotaManager-journal;2025-01-29 02:53:25;YAQOOB;فئة المهمة
21;تم تعديل;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\WebStorage\QuotaManager-journal;2025-01-29 02:53:25;YAQOOB;فئة المهمة
22;تم تعديل;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\WebStorage\QuotaManager;2025-01-29 02:53:25;YAQOOB;فئة المهمة
23;تم تعديل;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\WebStorage\QuotaManager-journal;2025-01-29 02:53:25;YAQOOB;فئة المهمة
24;تم إنشاء;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\bc6c040b-5e52-46d2-bc33-60d47e40cdbb.tmp;2025-01-29 02:53:35;YAQOOB;فئة المهمة
25;تم تعديل;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\bc6c040b-5e52-46d2-bc33-60d47e40cdbb.tmp;2025-01-29 02:53:35;YAQOOB;فئة المهمة
26;تم تعديل;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default;2025-01-29 02:53:35;YAQOOB;فئة المهمة
27;تم إنشاء;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\Secure Preferences~RF1f6755b3.TMP;2025-01-29 02:53:35;YAQOOB;فئة المهمة
28;تم تعديل;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default;2025-01-29 02:53:35;YAQOOB;فئة المهمة
29;تم حذف;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\Secure Preferences~RF1f6755b3.TMP;2025-01-29 02:53:35;YAQOOB;فئة المهمة
30;تم إعادة تسمية;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\Secure Preferences~RF1f6755b3.TMP;2025-01-29 02:53:35;YAQOOB;فئة المهمة
31;تم تعديل;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default;2025-01-29 02:53:35;YAQOOB;فئة المهمة
32;تم إعادة تسمية;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\Secure Preferences;2025-01-29 02:53:35;YAQOOB;فئة المهمة
33;تم تعديل;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default;2025-01-29 02:53:35;YAQOOB;فئة المهمة
34;تم حذف;C:\Users\YAQOOB\AppData\Local\Google\Chrome\User Data\Default\Secure Preferences~RF1f6755b3.TMP;2025-01-29 02:53:35;YAQOOB;فئة المهمة
35;تم تعديل;C:\Users\YAQOOB\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms;2025-01-29 02:53:38;YAQOOB;فئة المهمة
36;تم تعديل;C:\Users\YAQOOB\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms;2025-01-29 02:53:38;YAQOOB;فئة المهمة
37;تم تعديل;C:\Users\YAQOOB\AppData\Roaming\Microsoft\Windows\Recent;2025-01-29 02:53:38;YAQOOB;فئة المهمة
38;تم حذف;C:\Users\YAQOOB\AppData\Roaming\Microsoft\Windows\Recent\TyranIds.sln.lnk;2025-01-29 02:53:38;YAQOOB;فئة المهمة
39;تم تعديل;C:\Users\YAQOOB\AppData\Roaming\Microsoft\Windows\Recent;2025-01-29 02:53:38;YAQOOB;فئة المهمة
40;تم إنشاء;C:\Users\YAQOOB\AppData\Roaming\Microsoft\Windows\Recent\‏‏لقطة الشاشة (320).png.lnk;2025-01-29 02:53:38;YAQOOB;فئة المهمة
41;تم تعديل;C:\Users\YAQOOB\AppData\Roaming\Microsoft\Windows\Recent\‏‏لقطة الشاشة (320).png.lnk;2025-01-29 02:53:38;YAQOOB;فئة المهمة
42;تم تعديل;C:\Users\YAQOOB\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms;2025-01-29 02:53:38;YAQOOB;فئة المهمة
